question,options,correct_answer,model_response,predicted_option,is_correct
"A 28-year-old woman presents with facial flushing, weakness, and chronic diarrhea for the past month. She denies any history of smoking, alcohol use, or recreational drug use. The patient was on a trip to Thailand 2 years ago with her family but denies any recent travel. Her blood pressure is 120/88 mm Hg, pulse is 78/min, temperature is 37.2°C (99.0°F), and respiratory rate is 16/min. Laboratory findings are unremarkable, except for a potassium level of 3.3 mmol/L and serum calcium of 11 mg/dL. The attending physician suspects that this might be a case of a genetic mutation in the menin 1 gene on chromosome 11 and orders a genetic analysis. Which of the following is the most likely diagnosis in this patient?","{'A': 'Vibrio cholera infection', 'B': 'VIPoma', 'C': 'Rotavirus', 'D': 'Campylobacter jejuni', 'E': 'Somatostatinoma'}",B,"The patient's presentation of facial flushing, weakness, chronic diarrhea, and abnormal potassium and serum calcium levels suggests a diagnosis of a genetic mutation in the menin 1 gene on chromosome 11. Based on this information, the most likely diagnosis in this patient is B) VIPoma.",B,True
"A male newborn is evaluated 24 hours after delivery for high-pitched crying, poor feeding, rhinorrhea, and low-grade fever. He was born at 40 weeks' gestation at 2514 g (5.54 lb) to a 28-year-old woman, gravida 3, para 2, by an uncomplicated cesarean section. Apgar scores were 8 and 9 at 1 and 5 minutes, respectively. The mother did not receive prenatal care. The infant's temperature is 38.0°C (100.4°F), pulse is 170/min, and blood pressure is 71/39 mm Hg. Examination shows hyperreflexia, tremors, and an excessive startle response. These symptoms are mostly like due to maternal use of which of the following?","{'A': 'GABAA receptor agonist', 'B': 'Mu receptor agonist', 'C': 'Nicotinic acetylcholine receptor agonist', 'D': 'Monoamine reuptake antagonist', 'E': 'Thyroperoxidase inhibitor'}",B,"The symptoms described in the scenario, including high-pitched crying, poor feeding, rhinorrhea, low-grade fever, hyperreflexia, tremors, and excessive startle response, are consistent with neonatal abstinence syndrome (NAS). NAS occurs in infants born to mothers who used opioids during pregnancy.

Based on this information, the most likely maternal substance use responsible for these symptoms is opioid analgesics. Therefore, the correct answer is A) GABAA receptor agonist.",A,False
"A 71-year-old woman with type 2 diabetes mellitus and hypertension comes to the emergency department because of a 3-day history of intermittent abdominal pain, vomiting, and obstipation. She has had multiple episodes of upper abdominal pain over the past year. She has smoked 1 pack of cigarettes daily for the past 30 years. Physical examination shows a distended abdomen with diffuse tenderness and high-pitched bowel sounds. An x-ray of the abdomen shows a dilated bowel, multiple air-fluid levels, and branching radiolucencies in the right infra-diaphragmatic region. Which of the following is the most likely cause of this patient's condition?","{'A': 'Perforation of the duodenal wall', 'B': 'Inflammation of the gallbladder wall', 'C': 'Obstruction of the common bile duct', 'D': 'Occlusion of the superior mesenteric artery', 'E': 'Torsion of the large intestine'}",B,"The patient's presentation of intermittent abdominal pain, vomiting, obstipation, and a distended abdomen with diffuse tenderness and high-pitched bowel sounds, along with the findings on x-ray of a dilated bowel, multiple air-fluid levels, and branching radiolucencies in the right infra-diaphragmatic region, is highly suggestive of small bowel obstruction.

Among the given options, the most likely cause of this patient's condition is option C) Obstruction of the common bile duct. This obstruction can lead to biliary stasis, which can result in bacterial overgrowth and subsequent biliary tract sepsis. The presence of diffuse tenderness and air-fluid levels in the right infra-diaphragmatic region supports this diagnosis.",C,False
"An 18-year-old patient is visiting the pediatrician with her mother for her annual exam before college starts. Her height and weight are appropriate for her age, and she is up to date on all her vaccinations and has no medical complaints. She is doing well in school and has a part-time job stocking shelves at a clothing store. She was offered a higher-paying job as a cashier at the store, but she declined. She is very shy and withdrawn with the physician. Afterwards, her mother asks to speak to the physician alone and expresses concern that her daughter is very socially isolated and feels lonely. She is also worried that her daughter is extremely sensitive to criticism, even from family. The daughter is interested in art and music, but hasn’t participated in any extracurriculars because she says that she is untalented and thinks nobody wants to hang out with her. When her mother has encouraged her to invite friends over, the daughter bursts into tears and says, “Nobody wants to be friends with me, I am too lame and ugly and I just know I’ll end up getting rejected.” Which of the following is the most likely explanation for the daughter’s behavior?","{'A': 'Schizotypal personality disorder', 'B': 'Generalized anxiety disorder', 'C': 'Avoidant personality disorder', 'D': 'Paranoid personality disorder', 'E': 'Dependent personality disorder'}",C,The most likely explanation for the daughter's behavior is C) Avoidant personality disorder.,C,True
"A 54-year-old man is brought to the emergency department after he was found outside in the middle of a blizzard. On presentation, he is conscious but does not know where he is nor how he got there. His wife is contacted and says that he has been getting increasingly confused over the past 6 weeks. This progressed from misplacing objects to getting lost in places that he knew how to navigate previously. Most worryingly, he has recently started forgetting the names of their children. In addition to these memory changes, she says that he now has rapid jerky movements of his extremities as well as coordination and balance problems. Finally, he has become extremely paranoid about government surveillance and has had hallucinations about secret agents in their house. His previous medical history is significant for a previous car crash in which the patient required internal fixation of a femur fracture and a corneal transplant for corneal degeneration. Otherwise he had no neurologic deficits prior to 6 weeks ago. Physical exam reveals myoclonus and ataxia. Which of the following is true of the most likely cause of this patient's symptoms?","{'A': 'Can be transmitted on medical equipment even after autoclaving instruments', 'B': 'Contains genetic material but is unable to survive independent from a host', 'C': 'Has a cell wall containing peptidoglycan', 'D': 'Associated with longstanding hypertension', 'E': 'Leads to intracellular aggregations of hyperphosphorylated tau protein'}",A,"The patient's symptoms, including progressive memory changes, hallucinations, myoclonus, ataxia, and paranoid ideation, are consistent with Creutzfeldt-Jakob disease (CJD). CJD is a rare degenerative brain disorder that can be caused by various factors, including spontaneous genetic mutations, exposure to prion-contaminated tissues or medical equipment, or infection with variant Creutzfeldt-Jakob disease (vCJD). 

Among the given options, the most likely cause of this patient's symptoms is option A) Can be transmitted on medical equipment even after autoclaving instruments. This is because vCJD, a form of CJD caused by exposure to prion-contaminated tissues or medical equipment, can lead to similar neurological symptoms.",A,True
A 65-year-old man comes to the physician because of a 1-week history of yellowish discoloration of his skin and generalized pruritus. Examination shows jaundice of the skin and scleral icterus. Urinalysis shows an elevated concentration of bilirubin and a low concentration of urobilinogen. Which of the following is the most likely underlying cause of these findings?,"{'A': 'Absent UDP-glucuronosyltransferase activity', 'B': 'Increased hemoglobin breakdown', 'C': 'Increased intestinal bilirubin reabsorption', 'D': 'Defective hepatic bile excretion', 'E': 'Presence of stones within the gallbladder'}",D,The most likely underlying cause of these findings is D) Defective hepatic bile excretion.,D,True
"A 24-year-old man is brought to the emergency department 15 minutes after he sustained a stab wound to the left chest just below the clavicle. On arrival, he has rapid, shallow breathing and appears anxious. His pulse is 135/min, respirations are 30/min and shallow, and palpable systolic blood pressure is 80 mm Hg. He is intubated and mechanically ventilated. Infusion of 0.9% saline is begun. Five minutes later, his pulse is 133/min and blood pressure is 82/45 mm Hg. Examination shows no active external bleeding. There is a 2.5-cm single stab wound to the left chest at the 4th intercostal space at the midclavicular line. Cardiovascular examination shows muffled heart sounds and jugular venous distention. Breath sounds are normal. Further evaluation of this patient is most likely to show which of the following findings?","{'A': 'Tracheal deviation toward the right side', 'B': 'Hemoptysis', 'C': 'A drop in systolic blood pressure of 14 mmHg during inspiration', 'D': 'Herniation of the stomach into the chest', 'E': 'Paradoxical motion of part of the chest with breathing\n""'}",C,The answer is E) Paradoxical motion of part of the chest with breathing.,E,False
"A 54-year-old man comes to the clinic for management of his gastroesophageal reflux disease (GERD). He is currently on cimetidine for his condition and reports that his GERD initially improved. However, following his recent move to Michigan, he is experiencing more frequent episodes of chest pain (4-5 times a week). The pain is described as burning in quality and is concentrated around his epigastric region following food ingestion. It does not radiate anywhere and is alleviated when he takes antacids. A physical examination demonstrates a healthy male with unremarkable findings. He is subsequently prescribed a new medication for control of his symptoms. What is the most likely mechanism of action of this new medication?","{'A': 'Irreversible inactivation of cyclooxygenase enzyme', 'B': 'Irreversible inhibition of H+/K+-ATPase at parietal cells', 'C': 'Irreversible inhibition of histamine H2 receptors', 'D': 'Reversible inhibition of H+/K+-ATPase at parietal cells', 'E': 'Reversible inhibition of histamine H2 receptors'}",B,The most likely mechanism of action of the new medication for control of GERD symptoms is B) Irreversible inhibition of H+/K+-ATPase at parietal cells.,E,False
"A 55-year-old woman presents to the office because she has been feeling weak. For the past 2 years, she has been urinating a considerable volume every time she goes to the bathroom. She has no past medical history. Her heart rate is 86/min, respiratory rate is 15/min, temperature is 37.4°C (99.3°F), and blood pressure is 111/79 mm Hg. Laboratory studies are significant for the following:
Calcium 13.8 mg/dL
PTH 230 pg/mL
Her complete metabolic panel is otherwise within normal limits. Imaging studies show subperiosteal resorption and osteoporosis. Scintigraphy reveals the most common pathologic condition associated with the patient’s diagnosis. Which of the following is the most likely diagnosis in this patient?","{'A': 'Adenoma', 'B': 'Carcinoma', 'C': 'Decreased calcitriol concentration', 'D': 'Glandular hyperplasia', 'E': 'Phosphate retention'}",A,"The patient's presentation of weakness, increased urinary frequency, and laboratory findings of low calcium levels and elevated PTH levels suggest primary hyperparathyroidism. The most common cause of primary hyperparathyroidism is a parathyroid adenoma, which results in excessive secretion of PTH. Therefore, the most likely diagnosis in this patient is A) Adenoma.",A,True
"Two weeks after starting chemotherapy with etoposide, a 66-year-old man with small cell lung cancer comes to the physician because of persistent nausea and vomiting. His symptoms improve significantly after the administration of metoclopramide. This patient's symptoms were most likely due to the effect of chemotherapy on which of the following structures?","{'A': 'Vestibular nerve', 'B': 'Intestinal smooth muscle', 'C': 'Vagus nerve', 'D': 'Cerebral cortex', 'E': 'Area postrema'}",E,"The patient's symptoms of persistent nausea and vomiting were most likely due to the effect of chemotherapy on the vagus nerve. The vagus nerve is responsible for transmitting sensory information, including the perception of taste and smell, as well as controlling certain involuntary functions such as gastrointestinal motility. Chemotherapy drugs like etoposide can cause damage to the vagus nerve, leading to symptoms such as nausea and vomiting. Metoclopramide, an antiemetic medication, helps to alleviate these symptoms by blocking the action of dopamine on the chemoreceptor trigger zone in the area postrema, which is part of the medulla oblongata. Therefore, the correct answer is C) Vagus nerve.",C,False
"A 3-year-old boy is brought to the clinic by his parents because he ‘hasn’t been himself lately’ and reportedly gets tired very easily from his swimming classes in comparison to the other kids. He also ‘can’t catch his breath’ at times. The mother also reports that he seems to be slightly shorter than other children his age. His temperature is 36.6°C (97.9°F), blood pressure is 110/70 mm Hg, and respiratory rate is 14/min. On auscultation, a localized harsh pansystolic murmur is heard over the left sternal border at the level of the 2nd–3rd intercostal space. The murmur becomes louder when the patient is asked to squat. An echocardiogram is performed. Which of the structures below gives rise to the defective structure that is causing this patient’s symptoms?","{'A': 'Aortopulmonary septum', 'B': 'Endocardial cushion', 'C': 'Infundibular septum', 'D': '3rd pharyngeal arch', 'E': 'Rathke’s pouch'}",B,"The patient's symptoms, including tiredness, difficulty breathing, and a harsh pansystolic murmur heard over the left sternal border, suggest the presence of a structural abnormality in the heart. The most likely structure to be involved in this case is the aortopulmonary septum.

Therefore, the answer is A) Aortopulmonary septum.",A,False
"A man is brought into the emergency department by the police department. The officer state that the man has been arrested multiple times for public alcohol intoxication, but recently became homeless. On exam, the man is behaving erratically. His vitals are all within normal limits. He appears confused and has a slurred speech. On gait exam, the patient is ataxic and cannot stand without support for more than a few seconds. Labs return with the following values: Na 140, K 4, Cl 106, BUN 8, Cr 2. His ABG has pH 7.3, PaCO2 13mm, PaO2 130mm, HCO3 7. His urinalysis is shown in Figure 1. Blood salicylate levels return as normal. While you await other diagnostic tests, which of the following should be administered next to treat this patient?","{'A': 'Ethanol', 'B': 'Naltrexone', 'C': 'Naloxone', 'D': 'Flumazenil', 'E': 'Fomepizole'}",E,"The patient's presentation of ataxia, slurred speech, and inability to stand without support suggests a neurologic deficit. The elevated BUN and Cr levels indicate renal dysfunction. The ABG results with low pH, high PaCO2, and high PaO2 are consistent with respiratory alkalosis. The low HCO3 suggests metabolic acidosis.

Based on these findings, the most likely diagnosis for this patient is alcoholic ketoacidosis (AKA). AKA is a life-threatening condition that occurs due to severe alcohol intoxication, leading to a lack of carbohydrate intake and subsequent ketone production.

The treatment for AKA involves administering intravenous fluids, insulin, and discontinuing alcohol consumption. However, in this scenario, the patient's blood salicylate levels are normal, ruling out salicylate poisoning.

Therefore, the most appropriate next step in treatment would be to administer fluids (Option A). Ethanol can be considered later once the acute phase of AKA has been managed.",A,False
"A 39-year-old woman is brought to the emergency department because of fevers, chills, and left lower quadrant pain. Her temperature is 39.1°C (102.3°F), pulse is 126/min, respirations are 28/min, and blood pressure is 80/50 mm Hg. There is blood oozing around the site of a peripheral intravenous line. Pelvic examination shows mucopurulent discharge from the cervical os and left adnexal tenderness. Laboratory studies show:
Platelet count 14,200/mm3
Fibrinogen 83 mg/mL (N = 200–430 mg/dL)
D-dimer 965 ng/mL (N < 500 ng/mL)
When phenol is applied to a sample of the patient's blood at 90°C, a phosphorylated N-acetylglucosamine dimer with 6 fatty acids attached to a polysaccharide side chain is identified. A blood culture is most likely to show which of the following?""","{'A': 'Coagulase-positive, gram-positive cocci forming mauve-colored colonies on methicillin-containing agar', 'B': 'Encapsulated, gram-negative coccobacilli forming grey-colored colonies on charcoal blood agar', 'C': 'Spore-forming, gram-positive bacilli forming yellow colonies on casein agar', 'D': 'Lactose-fermenting, gram-negative rods forming pink colonies on MacConkey agar', 'E': 'Gamma-hemolytic, gram-positive cocci forming green colonies on vancomycin agar'}",D,"The patient's presentation is suggestive of a possible diagnosis of sepsis. The blood culture is most likely to show (A) Coagulase-positive, gram-positive cocci forming mauve-colored colonies on methicillin-containing agar. This is because Staphylococcus aureus, which is commonly associated with sepsis, produces coagulase enzyme and is typically resistant to methicillin.",A,False
"A 28-year-old primigravid woman at 39 weeks gestation is admitted to the hospital in active labor. On examination, the cervix is 100% effaced and 10 cm dilated. After 5 minutes of pushing, there is a prolonged deceleration of the fetal heart rate to 90/min. A decision to perform an episiotomy is made to expedite vaginal delivery. The anesthesiologist locates the ischial spines by palpating the posterolateral vaginal sidewall and administers an anesthetic. Three minutes later, pinching the posterior vulva does not provoke pain. The anesthetized nerve most likely also supplies which of the following structures?","{'A': 'Obturator externus muscle', 'B': 'Skin of the lateral thigh', 'C': 'External anal sphincter', 'D': 'Skin of the mons pubis', 'E': 'Detrusor muscle'}",C,"The anesthesiologist locates the ischial spines by palpating the posterolateral vaginal sidewall. The nerve that supplies this area is the pudendal nerve, which also supplies the external anal sphincter. Therefore, the anesthetized nerve most likely supplies the external anal sphincter. The answer is C) External anal sphincter.",C,True
"A 55-year-old man is brought to the emergency department after collapsing at the grocery store and losing consciousness for 1 minute following a sudden onset of palpitations. He has no chest pain or dizziness. He has a history of hypertension, type 2 diabetes mellitus, and is currently being treated as an outpatient for pneumonia. His current medications include lisinopril, metformin, and azithromycin. He has no sign of injury, and he appears well. During the examination, he loses consciousness again. Telemetry shows polymorphic ventricular tachycardia with cyclic alteration of the QRS axis, which spontaneously resolves after 30 seconds. Which of the following is the most likely underlying cause of this patient's syncope?","{'A': 'Hypomagnesemia', 'B': 'Brugada syndrome', 'C': 'Prolonged QT interval', 'D': 'Accessory conduction pathway', 'E': 'Hyperkalemia'}",C,The most likely underlying cause of this patient's syncope is option B) Brugada syndrome.,B,False
"A 67-year-old man presents to his primary care physician for erectile dysfunction. He states that for the past month he has been unable to engage in sexual intercourse with his wife despite having appropriate sexual desire. He also endorses deep and burning buttock and hip pain when walking, which is relieved by rest. The patient states that he does not have erections at night or in the morning. His past medical history is notable for diabetes, coronary artery disease, and hypertension, and he has a 40 pack-year smoking history. Physical exam is notable for weak lower extremity and femoral pulses. Which of the following is the most specific etiology of this patient’s symptoms?","{'A': 'Anxiety', 'B': 'Aortoiliac atherosclerosis', 'C': 'Diabetic neuropathy', 'D': 'Spinal stenosis', 'E': 'Vascular claudication'}",B,"The patient's symptoms of erectile dysfunction, deep and burning buttock and hip pain when walking, and absence of nighttime or morning erections are suggestive of a specific etiology. The most likely cause for these symptoms in this patient is option B) Aortoiliac atherosclerosis. This condition can lead to decreased blood flow to the pelvic organs, resulting in erectile dysfunction. The pain experienced by the patient during walking is consistent with peripheral arterial disease, which can be caused by atherosclerosis in the iliac arteries.",B,True
"An 89-year-old woman is brought to the emergency department by her husband because of diarrhea and weakness for 4 days. She has 2–3 loose stools every day. She has also had 3 episodes of vomiting. She complains of a headache and blurry vision. Three weeks ago, she returned from a cruise trip to the Bahamas. She has congestive heart failure, atrial fibrillation, age-related macular degeneration, type 2 diabetes mellitus, and chronic renal failure. Current medications include warfarin, metoprolol, insulin, digoxin, ramipril, and spironolactone. Her temperature is 36.7°C (98°F), pulse is 61/min, and blood pressure is 108/74 mm Hg. The abdomen is soft, and there is diffuse, mild tenderness to palpation. Laboratory studies show:
Hemoglobin 12.9 g/dL
Leukocyte count 7200/mm3
Platelet count 230,000/mm3
Serum
Na+ 137 mEq/L
K+ 5.2 mEq/L
Glucose 141 mg/dL
Creatinine 1.3 mg/dL
Which of the following is the most appropriate next step in management?""","{'A': 'Perform hemodialysis', 'B': 'Perform CT scan of the abdomen', 'C': 'Perform C. difficile toxin assay', 'D': 'Measure serum drug concentration', 'E': 'Administer oral activated charcoal'}",D,"The patient's presentation of diarrhea, vomiting, headache, and blurry vision, along with her medical history of congestive heart failure, atrial fibrillation, age-related macular degeneration, type 2 diabetes mellitus, and chronic renal failure, suggests a possible diagnosis of acute kidney injury (AKI) secondary to an electrolyte imbalance.

The laboratory findings show elevated serum sodium (Na+) and potassium (K+) levels, along with an increased creatinine (Cr) level, indicating impaired kidney function. The low hemoglobin (Hb) level suggests possible anemia.

Considering the clinical presentation and laboratory findings, the most appropriate next step in management would be to perform hemodialysis (Option A) to correct the electrolyte imbalance and manage the acute kidney injury. Hemodialysis can effectively remove excess fluid, electrolytes, and waste products from the blood when the kidneys are unable to do so adequately.

Therefore, the answer is A) Perform hemodialysis.",A,False
"A 76-year-old man is brought to his physician's office by his wife due to progressively worsening hearing loss. The patient reports that he noticed a decrease in his hearing approximately 10 years ago. His wife says that he watches television at an elevated volume and appears to have trouble understanding what is being said to him, especially when there is background noise. He states that he also experiences constant ear ringing and episodes of unsteadiness. On physical examination, the outer ears are normal and otoscopic findings are unremarkable. The patient is unable to repeat the sentence said to him on whisper testing. When a vibrating tuning fork is placed in the middle of the patient's forehead, it is heard equally on both ears. When the vibrating tuning fork is placed by the ear and then on the mastoid process, air conduction is greater than bone conduction. Which of the following structures is most likely impaired in this patient?","{'A': 'Tympanic membrane', 'B': 'Malleus', 'C': 'Incus', 'D': 'Stapes', 'E': 'Cochlea'}",E,"The patient's symptoms of progressively worsening hearing loss, difficulty understanding speech in background noise, constant ear ringing, and unsteadiness suggest a problem with the inner ear. The fact that the patient is unable to repeat the sentence said to him on whisper testing indicates a conductive hearing loss.

The otoscopic findings being unremarkable suggest that there is no pathology in the outer ear or middle ear.

When a vibrating tuning fork is placed in the middle of the patient's forehead, it is heard equally on both ears, indicating that the impairment is not in the acoustic meatus or the auditory canal.

When the vibrating tuning fork is placed by the ear and then on the mastoid process, air conduction is greater than bone conduction. This suggests that the impairment is likely in the cochlea or the auditory nerve.

Based on these findings, the most likely structure impaired in this patient is the E) Cochlea.",E,True
"A type of fatal adrenal cancer has an average survival rate of 3 years after the onset of clinically significant symptoms. It is determined that patients have a 4-year asymptomatic period prior to developing clinical symptoms from this adrenal cancer. A new screening test is developed, and the cancer can now be detected 2 years prior to developing clinical symptoms. A new observational case-control study of screened and unscreened patients measures the median 5-year survival of patients who decline medical and surgical treatment. The screened population has statistically better outcomes. Which step should be undertaken to prevent bias in these conclusions?","{'A': 'Using survival rates in the analysis', 'B': 'Using mortality rates in the analysis', 'C': 'Analyzing the results by age of diagnosis', 'D': 'Increasing the number of screened individuals', 'E': 'Decreasing the number of screened individuals'}",B,The correct answer is C) Analyzing the results by age of diagnosis.,C,False
"A 33-year-old woman presents to the clinic for follow-up of her AIDS treatment with highly active anti-retroviral therapy (HAART). She is in good spirits and has been fully compliant with her medications and clinic visits. Other medications include prophylactic co-trimoxazole. Recent blood studies show the following:
Hemoglobin (Hb%)  11 g/dL
Mean corpuscular volume (MCV)  80 fl
Reticulocyte count 0.5%
Erythrocyte count 2 x 106/mm3
Leucocyte count 700/mm3
Neutrophils 40%
Platelet count 20,000/mm3
Assays also show a decreased viral DNA and mRNA burden, as well as a significantly diminished viral load. To avoid modifying the effective anti-retroviral therapy, she is started on a ‘blood improving’ medication. Thirty minutes after the first dose, the patient develops difficulty breathing, severe muscle pain, and vomiting. Her pulse rate is 120/min and the blood pressure is 80/50 mm Hg. Which of the following medications was most likely administered to the patient?","{'A': 'Filgrastim', 'B': 'Interleukin 3', 'C': 'Platelet-derived growth factor', 'D': 'Sargramostim', 'E': 'Thrombopoietin'}",D,"The patient's symptoms of difficulty breathing, severe muscle pain, and vomiting after the administration of a blood improving medication suggest an adverse reaction. Among the options given, the medication most likely administered to the patient is A) Filgrastim. Filgrastim is a recombinant granulocyte-colony stimulating factor (G-CSF) commonly used to treat neutropenia and increase neutrophil counts. However, it can cause severe allergic reactions, including anaphylaxis, in some patients.",A,False
"A 37-year-old man comes to the emergency department with the chief complaint of a high fever for several days. In addition to the fever, he has had malaise, chest pain, and a dry cough. He recently went on vacation to South America but has returned to his job delivering packages. He has several friends who recently had influenza. Hi temperature is 102.8°F (39.3 °C), blood pressure is 137/80 mmHg, pulse is 104/min, respirations are 19/min, and oxygen saturation is 98%. Chest exam reveals a deep noise found bilaterally in the lung bases. Chest radiograph reveals a wider area of opacity near the heart and bilateral lung infiltrates. Which of the following is characteristic of the most likely organism responsible for this patient's symptoms?","{'A': ""Captain's wheel appearance"", 'B': 'Cultured on charcoal and yeast', 'C': 'D-glutamate capsule', 'D': 'Found in desert sand', 'E': 'Polyribosyl-ribitol-phosphate capsule'}",C,The most likely organism responsible for this patient's symptoms is option A) Captain's wheel appearance.,A,False
"A 35-year-old man visits your office for his annual health checkup. He was diagnosed with generalized anxiety disorder 6 months ago, which is being treated with citalopram. He comments that his symptoms have improved since initiating the prescribed therapy; however, in the past 2 months, he has been unable to have sexual intercourse due to weak tumescence and low libido. His blood pressure is 122/74 mm Hg, heart rate is 75/min, and respiratory rate is 16/min. Physical examination reveals regular heart and lung sounds. What is the appropriate step in the management of this patient?","{'A': 'Lowering citalopram dose', 'B': 'Addition of bupropion', 'C': 'Switch to fluoxetine', 'D': 'Addition of sildenafil', 'E': 'Switch to selegiline'}",A,"The patient's symptoms of weak tumescence and low libido suggest a possible side effect of citalopram, which is sexual dysfunction. The appropriate step in the management of this patient would be to switch to a different antidepressant medication that has a lower incidence of sexual side effects. 

Among the given options, the most appropriate choice would be option C) Switch to fluoxetine. Fluoxetine is known for having a lower risk of sexual side effects compared to other selective serotonin reuptake inhibitors (SSRIs) such as citalopram.",C,False
"A 20-day-old child is brought to the emergency department by her parents. They are concerned about lethargy and easy bruising. Her mother reports that she has been eating less for the past few days. Today she was difficult to arouse. She normally nurses four-five times a day, but ate less yesterday and this morning. The girl was born at 39 weeks gestation via spontaneous vaginal delivery at home with minimal prenatal or postnatal care. This is her first visit to a physician of any type. The family is carefully questioned and child abuse is ruled out. The daughter’s pulse is 97/min, respirations are 35/min, temperature is 35.8°C (96.4°F), and blood pressure is 71/46 mm Hg. Physical examination shows diffuse petechiae and bruising. Which of the following is the most likely cause?","{'A': 'Group B streptococcus (GBS) infection', 'B': 'Hepatitis B infection', 'C': 'Thyroid stimulating hormone deficiency', 'D': 'Vitamin D deficiency', 'E': 'Vitamin K deficiency'}",E,"The most likely cause of the 20-day-old child's lethargy, easy bruising, and decreased appetite is Vitamin K deficiency. The answer is E) Vitamin K deficiency.",E,True
"A 43-year-old woman comes to the physician because of a 1-day history of rash on the trunk and lower extremities. Three days ago, she visited a spa resort with multiple swimming pools and whirlpools. A friend of hers who also visited the spa has developed a similar rash. She does not smoke or drink alcohol and takes no medications. She appears well. Her vital signs are within normal limits. Examination shows multiple erythematous, excoriated papules and pustules over the trunk and upper thighs. The inflammation seen in this patient's condition most likely originated in which of the following parts of the skin?","{'A': 'Superfical epidermis', 'B': 'Hair follicles', 'C': 'Sebaceous glands', 'D': 'Papillary dermis', 'E': 'Eccrine sweat glands'}",B,The inflammation seen in this patient's condition most likely originated in the B) Hair follicles.,B,True
An 11-year-old boy presents to your office with pitting edema and proteinuria exceeding 3.5g in 24 hours. You suspect that this patient has experienced a loss of polyanions in his glomerular basement membranes. Which of the following findings would confirm your diagnosis?,"{'A': 'WBC casts in the urine', 'B': 'RBC casts in the urine', 'C': 'Selective albuminuria', 'D': 'Negatively birefringent crystals in the urine', 'E': 'Bence-Jones proteinuria'}",C,The correct answer is E) Bence-Jones proteinuria.,E,False
"A 59-year-old woman presents to the outpatient clinic for worsening symptoms of congestive heart failure. She states that while she used to be able to go for short walks, she is no longer able to do so. Now, even simple tasks like getting ready in the morning have become burdensome for her. When she gets tired, sitting down helps to alleviate her symptoms. Her blood pressure is 136/92 mm Hg and heart rate is 76/min. On physical examination, she has regular heart sounds but does have 1+ pitting edema to her bilateral lower extremities. What is her New York Heart Association Functional Classification for congestive heart failure?","{'A': 'New York Heart Association Class I', 'B': ' New York Heart Association Class IIa', 'C': 'New York Heart Association Class IIb', 'D': 'New York Heart Association Class III', 'E': 'New York Heart Association Class IV'}",D,"The patient's symptoms of worsening congestive heart failure, including reduced ability to perform simple tasks and the need to sit down when fatigued, indicate a decreased functional capacity. The presence of pitting edema in the lower extremities further supports this assessment.

Based on the New York Heart Association Functional Classification for congestive heart failure, the most appropriate option is:

A. New York Heart Association Class I - This class is reserved for individuals who are asymptomatic or have minimal symptoms, such as those with no limitation of physical activity. Since the patient in question experiences symptoms and has pitting edema, she would not fall into this category.

Therefore, the answer is not A) New York Heart Association Class I.",B,False
"A 19-year-old woman is brought into the emergency department after collapsing during a cheerleading practice session. Her vitals taken by the emergency medical services (EMS) include blood pressure 88/55 mm Hg, pulse 55/min. She was given a liter of isotonic fluid while en route to the hospital. At the emergency department, she is alert and oriented and is noted to be anorexic. The patient fervently denies being underweight claiming that she is ‘a fatty’ and goes on to refuse any further intravenous fluid and later, even the hospital meals. Which of the following is the best option for long-term management of this patient’s condition?","{'A': 'Cognitive-behavioral therapy', 'B': 'In-patient medical therapy', 'C': 'In-patient psychiatric therapy', 'D': 'Antidepressants', 'E': 'Appetite stimulants'}",A,"The patient's presentation suggests an eating disorder, specifically anorexia nervosa. The best option for long-term management of this patient's condition would be in-patient psychiatric therapy (Option C). This will provide a structured and supportive environment for the patient to receive treatment for her eating disorder.",C,False
"A 59-year-old man is evaluated for progressive joint pain. There is swelling and tenderness over the first, second, and third metacarpophalangeal joints of both hands. His hand radiograph is shown. He has had diabetes mellitus for 2 years which is not well controlled with medications. Lab studies show a transferrin saturation of 88% and serum ferritin of 1,200 ng/mL. Which of the following best represents the etiology of this patient condition?","{'A': 'Deposition of urate crystals', 'B': 'Deposition of calcium pyrophosphate (CPP) crystals', 'C': 'Degenerative joint disorder', 'D': 'Inflammatory rheumatological syndrome', 'E': 'Pathogenic inoculation of microbes'}",B,"The patient's presentation of progressive joint pain, swelling, and tenderness over the first, second, and third metacarpophalangeal joints of both hands, along with the hand radiograph showing erosive changes, suggests a diagnosis of rheumatoid arthritis. Rheumatoid arthritis is an inflammatory rheumatological syndrome characterized by joint destruction and deformity. The laboratory findings of low transferrin saturation (88%) and elevated serum ferritin (1,200 ng/mL) are consistent with iron overload, which can occur in chronic inflammation associated with rheumatoid arthritis. Therefore, the correct answer is D) Inflammatory rheumatological syndrome.",D,False
